id;nome;email;telefone;cpf;data_hora;valor;observacao
4407;Zuleica Silva;qgpkrtkf@gov.br;92 914503714;436.289.448-94;23/11/2024 09:55:45;R$ 205.327,05;duplicado|LIMPAR|???|csv|tmp|???
4408;Sabrina Cardoso;c47_g0_muh81@.com.br;(91) 957111458;044.747.664-80;25/05/2021 08:48:26;R$ 83.857,83;reenviado|falhou|atenção
4409;Marcos Cardoso;xd9rzi335w4@UFPA.BR;93 913429855;947.643.034-88;28/08/2022 14:37:01;R$ 146.540,70;protocolo|csv|revisar|manual|id|reenviado|ok
4410;Juliana Santos;l20of9g8wob@outlook.com;(91) 91147-7512;489.931.679-77;29/11/2024 23:41:45;R$ 61.037,47;anexo|atenção|manual|atenção|###|revisar|###
4411;Sabrina Tavares;x_oq5x6gag@ufpa.br;(92) 92135-5762;224.208.430-91;03/04/2024 23:34:31;R$ 185.303,55;anexo|URGENTE|normalizar
4412;Natália Tavares;nzxx6outlook.com;94 989111738;225.612.396-33;11/06/2021 21:13:04;R$ 122.445,77;anexo|URGENTE|manual
4413;Marcos Souza;2db786opm@gmail.com;(98) 58144-2436;653.504.253-48;10/05/2025 13:18:55;R$ 229.257,08;protocolo|manual|***|anexo|anexo|ok|id
4414;Igor Castro;89_ft5og@hotmail.com;96 918247316;953.772.435-59;21/08/2025 17:00:43;atenção|URGENTE|protocolo|pendente|obs
4415;Zuleica Oliveira;ncq4mcp15rgk@loja.com.br;(92)99522-9416;223.079.309-90;13/07/2025 04:29:08;R$ 11.006,87;duplicado|id|ok|***|csv|normalizar|ok
4416;Rafael Fernanda Mendes;0acl2@ufpa.br;(95) 91720-7562;99921583428;25/11/2021 10:22:16;R$ 72.764,20;tmp|auto|ticket
4417;William Tavares;6h03d@gov.br;(98) 91514-7800;549.231.510-57;15/01/2025 19:14:58;R$ 217.246,67;anexo|ticket|csv
4418;Gabriel Pereira;a9ljs2wy.d0d@outlook.com;(97) 93612-3065;539.211.195-99;05/07/2024 08:05:46;R$ 90.444,64;LIMPAR|***|obs|###
4419;Helena Souza;z6to.8a@gov.br;634.284.109-20;03/07/2022 01:45:01;R$ 154.704,38;erro|###|auto
4420;Bruno Tavares;r0um6652@outlook.com;92 966990677;828.139.443-09;18/09/2024 03:50:21;R$ 110.821,19;pendente|duplicado|falhou|manual
4421;Gabriel Lima;nsk5wl4zc@bol.com.br;(91) 97516-9344;436.131.112-06;05/07/2021 22:34:48;R$ 38.859,90;???|URGENTE|csv|ticket|anexo|obs|tmp
4422;Zuleica Monteiro;ak5189t5@gmail.com;(97) 98249-5122;088.912.664-10;03/01/2025 00:41:52;R$ 168.105,66;normalizar|URGENTE|ok|falhou|atenção|id|###
4423;Daniela Monteiro;vgx7gflka@gmail.com;92 928362630;670.561.599-69;02/06/2022 10:13:09;R$ 82.933,66;obs|normalizar|falhou|erro|tmp|id|id
4424;Fernanda Sabrina Pereira;39catt3@bol.com.br;94 96601-3245;906.808.531-6;23/12/2023 03:26:44;R$ 219.321,24;json|ok|ticket|???|protocolo|csv|???
4425;Igor Souza;5hp0r0@@loja.com.br;(94) 993066952;516.409.830-43;24/07/2021 18:10:34;R$ 105.369,80;falhou|json|###|tmp|revisar|###|protocolo
4426;Zuleica Barbosa;zljntwyh@loja.com.br;99 28456-6418;390.670.602-84;16/03/2022 01:28:41;R$ 186.652,99;###|falhou|obs
4427;Daniela Pereira;7ahr8f@bol.com.br;(91) 93820-7071;655.395.489-02;20/03/2025 06:18:55;R$ 36.979,68;ticket|URGENTE|???|ok|json|***|protocolo
4428;Igor Ursula Monteiro;xyfl6@loja.com.br;98 953409058;942.869.472-10;27/10/2021 19:54:07;R$ 34.864,86;auto|???|ok|anexo|***
4429;Helena Silva;wg3j_3ju@gmail.com;92 950278449;336.289.790-28;18/07/2025 08:57:14;R$ 188.098,64;reenviado|ticket|tmp
4430;Larissa Barbosa;roj6whhu09a@ufpa.br;(93) 941946360;071.269.284-72;03/05/2021 22:34:13;R$ 235.773,26;URGENTE|pendente|falhou|anexo|csv|csv|???
4431;Larissa Monteiro;74z1b@loja.com.br;96 934157127;424.859.050-90;16/03/2025 17:13:23;R$ 41.251,81;URGENTE|revisar|atenção|anexo|URGENTE
4432;quésia sabrina nogueira;a2pwas2@bol.com.br;(94) 52191-3541;402.676.93-11;19/05/2021 09:30:06;R$ 129.431,88;ok|normalizar|ticket|id|auto
4433;Gabriel Sabrina Pereira;y1h8p36i@bol.com.br;(91) 91253-5335;908.294.589-94;11/08/2024 16:26:08;R$ 50.653,72;duplicado|json|csv|atenção|tmp
4434;Fernanda Souza;oxwdjaxo21@bol.com.br;(98) 97338-9467;788.659.230-28;13/10/2025 21:10:25;R$ 242.787,93;id|obs|auto|anexo
4435;Yasmin Patrícia Cardoso;x0uch9gjo3b@empresa.com.br;(98) 98246-5230;596.522.271-88;18/06/2024 03:10:08;R$ 218.090,78;auto|###|ok|normalizar|reenviado
4436;Quésia Almeida;ak1t95_72v6@empresa.com.br;(92) 952997678;843.760.767-75;28/03/2024 04:55:10;R$ 149.965,78;anexo|ticket|normalizar|tmp
4437;Thiago Ana Silva;u.1gri6cafd@loja.com.br;(93) 997435112;636.557.676-75;16/09/2024 11:17:31;R$ 215.955,23;anexo|manual|pendente|falhou|revisar
4438;rafael daniela santos;vzferaznod@bol.com.br;674.650.980-69;15/12/2024 21:58:17;R$ 224.933,76;protocolo|falhou|ok|csv|erro
4439;Quésia Silva;97 84930-5622;105.180.706-35;03/03/2023 19:15:37;R$ 201.513,45;json|LIMPAR|manual
4440;Thiago Cardoso;uvd4nx@gmail.com;(99) 946191886;874.429.943-10;20/02/2023 16:31:51;R$ 124.685,76;atenção|json|csv|auto|obs|csv
4441;Sabrina Pereira;ofd4q@.com.br;(91)96013-1343;573.380.774-34;07/12/2021 02:37:44;R$ 66.020,53;ticket|csv|falhou|###|id|manual|id|tmp
4442;Ursula Castro;f0rl31@bol.com.br;(99) 97046-7173;856.957.52-57;26/01/2025 12:59:20;R$ 3.127,14;revisar|manual|manual|id|falhou|atenção|URGENTE
4443;Thiago Lima;e8zxykzg43@gmail.com;95 14635-6460;658.783.60-75;18/10/2022 05:12:13;R$ 60.848,39;tmp|json|###
4444;Patrícia Nogueira;81tkg0@gov.br;92 35433-9076;956.451.234-1;22/08/2021 18:07:33;R$ 173.037,17;json|atenção|LIMPAR
4445;Bruno Oliveira;jkvm0m@outlook.com;98 944771790;923.317.218-44;04/06/2022 15:20:25;R$ 8.828,21;###|???|ok
4446;daniela araújo;mshn_7tbsd5u@ufpa.br;94 958221399;136.518.436-98;10/01/2023 22:14:37;R$ 24.961,37;###|manual|revisar|atenção
4447;Bruno Fernanda Santos;xsirkl5807@bol.com.br;95 978019986;243.865.721-16;13/10/2022 13:52:18;R$ 27.704,02;reenviado|###|reenviado|protocolo
4448;Thiago Monteiro;qbloxj@gmail.com;(96) 99575-4074;245.330.326-71;28/10/2023 20:56:38;R$ 238.472,31;###|erro|***|csv|protocolo|pendente
4449;Sabrina Bruno Santos;4jgu1@loja.com.br;96 75662-3260;191.531.306-54;12/12/2022 06:47:36;R$ 215.674,32;tmp|???|ticket|auto|tmp|auto
4450;Fernanda Monteiro;9arfuzai27@outlook.com;(92) 999541961;676.012.246-23;30/10/2023 05:43:38;R$ 181.142,07;atenção|URGENTE|manual|URGENTE|duplicado|auto|manual
4451;Rafael Cardoso;ggn@loja.com.br;(94) 989234134;849.425.968-89;22/04/2024 17:54:38;R$ 60.412,95;###|tmp|id|normalizar|obs
4452;Thiago Almeida;f8tqu5b8p@ufpa.br;(99) 998490515;181.713.67-73;21/08/2025 14:22:18;R$ 105.019,28;id|manual|###|###|***|anexo|###
4453;Kleber Cardoso;u3c10k7@@outlook.com;(96) 967977605;940.285.153-20;20/10/2022 22:46:45;R$ 203.323,16;protocolo|csv|anexo|ticket|atenção|###
4454;Carlos Natália Barbosa;f7ga8mug9w@@bol.com.br;(95) 91282-5466;832.429.138-39;04/06/2022 05:17:02;R$ 11.376,30;protocolo|manual|erro|ticket|json|anexo
4455;Gabriel Pereira;7oohemc9ei_z@bol.com.br;94 999530887;650.554.995-12;31/05/2021 21:19:26;R$ 65.064,33;erro|reenviado|csv|erro|LIMPAR|???|erro|tmp
4456;patrícia tavares;wgmpfknu4p@ufpa.br;(95) 981391750;332.564.926-34;11/06/2024 22:51:18;R$ 178.988,60;erro|duplicado|csv|###
4457;Otávio Santos;infhtqrw@gov.br;98 911126378;433.809.617-96;28/05/2024 15:04:48;R$ 211.877,88;ok|duplicado|id
4458;Ana Nogueira;piruk1x.bns@UFPA.BR;(98) 92639-1061;297.180.162-99;26/12/2025 11:13:28;R$ 81.334,52;duplicado|###|falhou|ok|duplicado|ticket
4459;Rafael Pereira;wnqqmiid@gov.br;(94)95982-4093;178.106.276-96;12/08/2025 09:57:40;R$ 172.863,42;normalizar|auto|pendente|protocolo|obs
4460;Ana Oliveira;e8o_3n@loja.com.br;(99) 53533-9658;617.616.289-03;21/06/2024 09:45:35;R$ 168.165,71;pendente|reenviado|###|reenviado|id|revisar|???|normalizar
4461;Ana Patrícia Silva;hjqupurvj@bol.com.br;(93) 946539931;086.611.658-68;30/04/2022 22:39:39;R$ 78.251,07;manual|URGENTE|revisar
4462;Otávio Souza;fd4dv6iaw@outlook.com;(97) 97013-9363;706.518.702-03;22/12/2023 04:56:12;R$ 242.739,98;???|obs|atenção|erro|reenviado
4463;Kleber Cardoso;@gmail.com;(93) 977365400;596.964.895-82;27/07/2025 17:19:22;R$ 240.085,53;reenviado|???|erro|tmp|protocolo|erro|???
4464;Eduardo Costa;yt_cq4v@bol.com.br;94 24776-3900;081.730.213-95;31/05/2024 00:33:41;R$ 242.787,65;manual|falhou|protocolo|ok|reenviado|json|ok|duplicado
4465;Rafael William Monteiro;5.41zvcry@hotmail.com;92 961570734;84966774614;26/05/2022 11:34:22;R$ 210.450,39;reenviado|tmp|erro|obs|obs|normalizar
4466;Yasmin Lima;@empresa.com.br;(97) 983302193;231.286.776-50;05/09/2024 20:28:55;R$ 92.063,54;falhou|???|duplicado
4467;Thiago Santos;mam7n0oq@ufpa.br;(91) 58068-7086;330.645.867-61;28/09/2021 00:29:54;R$ 46.045,65;json|auto|id|reenviado|normalizar
4468;Larissa Almeida;qtr5zix89j@loja.com.br;(92) 91122-3372;056.933.942-65;27/05/2021 23:01:05;obs|auto|ticket|???|ok|json|normalizar
4469;Ursula Ursula Souza;4ueea4bol.com.br;(93) 99645-8857;505.151.941-87;30/05/2023 14:38:08;R$ 174.410,69;???|###|falhou
4470;Vinícius Castro;xj0mz1d@gov.br;(93) 96586-1721;98753551223;11/07/2025 16:13:17;R$ 245.886,75;duplicado|ok|pendente|manual
4471;Igor Silva;9kh_.w0i.f4@gov.br;(98) 97614-7765;014.808.894-55;20/02/2024 08:58:16;R$ 208.562,41;###|json|###|obs
4472;Carlos Patrícia Lima;93ppz3ll5@.com.br;(91) 99453-3640;510.594.311-05;31/03/2022 20:15:35;R$ 225.365,89;tmp|***|protocolo
4473;Natália Patrícia Mendes;rziey3u8oc@loja.com.br;(95) 56046-6081;794.003.838-71;30/06/2024 20:37:33;R$ 106.968,25;***|LIMPAR|???|json
4474;Bruno Patrícia Souza;7cszfyfen7loja.com.br;(95) 967239817;133.608.13-68;23/09/2023 01:44:46;R$ 119.758,98;ticket|duplicado|URGENTE|protocolo
4475;Larissa Juliana Oliveira;(92) 94104-1307;357.572.190-28;27/06/2024 11:54:27;R$ 134.675,97;ticket|URGENTE|obs
4476;Daniela Araújo;ml6kw@outlook.com;(96)95994-8445;155.673.016-23;15/04/2022 08:19:32;R$ 221.266,19;ok|auto|ok
4477;Carlos Almeida;@empresa.com.br;(99) 59413-1181;608.123.877-47;22/08/2021 15:31:55;R$ 205.408,28;id|csv|ticket|auto|ticket|obs|ok
4478;Ana Araújo;ke_rm_ykep@hotmail.com;95 913561724;406.114.153-67;07/02/2024 03:19:46;R$ 222.007,69;reenviado|erro|csv|csv|tmp|reenviado
4479;Ursula Santos;6v5ktuj37q@UFPA.BR;96 978587945;437.111.850-09;30/05/2023 11:00:35;R$ 42.551,36;csv|revisar|json|ok|duplicado|auto
4480;Daniela Rafael Nogueira;m3pxs@outlook.com;(93) 938746548;767.554.897-84;01/05/2023 00:48:45;R$ 38.009,66;falhou|atenção|ok|ticket|falhou|URGENTE|erro|duplicado
4481;gabriel tavares;d_5a8wifx@outlook.com;95 95488-6068;379.533.375-46;02/05/2021 19:43:15;R$ 37.076,56;reenviado|manual|csv
4482;Helena Araújo;zad2v@loja.com.br;(96) 924772441;369.676.225-58;03/07/2021 04:11:26;R$ 249.469,89;ok|URGENTE|falhou|LIMPAR|URGENTE|***|obs|falhou
4483;Thiago Monteiro;klt57qic9@ufpa.br;93 929265280;237.235.853-58;28/02/2022 03:35:44;R$ 14.108,51;###|normalizar|###|ok|???|ok
4484;Daniela Castro;jmmx5kvjl7@outlook.com;(99) 97293-4459;461.436.205-98;29/10/2022 18:01:34;R$ 159.680,43;ticket|falhou|obs|protocolo
4485;Fernanda Barbosa;axtwb@gmail.com;(98) 922068670;557.680.913-42;31/12/2024 20:42:24;R$ 240.619,40;obs|protocolo|URGENTE|normalizar|json|pendente|***
4486;William Lima;52progo@hotmail.com;(94) 57944-6750;188.260.552-9;19/01/2022 19:02:47;R$ 192.284,85;erro|json|id|atenção
4487;Juliana Costa;dj8rwesv2i@hotmail.com;(99) 57724-4792;015.352.330-49;19/09/2023 13:35:57;R$ 228.014,00;csv|duplicado|pendente|###|reenviado
4488;Patrícia Nogueira;57p3v6ayeasg@gmail.com;99 949388440;033.858.192-93;13/12/2025 14:14:32;R$ 111.461,69;protocolo|atenção|protocolo|obs|URGENTE|json|obs|atenção
4489;Otávio Larissa Tavares;1_0alu@gmail.com;(97) 964238656;159.551.751-8;26/02/2024 20:00:34;R$ 88.011,01;ticket|manual|tmp|obs|reenviado|erro
4490;Rafael Monteiro;q8b1k@outlook.com;(92) 93536-1792;282.482.658-06;26/06/2021 11:59:27;R$ 130.914,22;revisar|obs|tmp|normalizar
4491;Ana Thiago Souza;6gx1xgqv@ufpa.br;(91) 99460-7624;894.510.898-46;31/03/2025 10:18:23;id|normalizar|normalizar|id|ticket|???
4492;Gabriel Castro;19ftyir@empresa.com.br;99 910467304;24061039724;29/05/2024 14:04:55;R$ 84.379,07;json|ticket|id|json
4493;Marcos Mendes;fb02e@bol.com.br;(94) 955799413;958.240.920-24;R$ 2.686,46;id|falhou|ticket|revisar|falhou|duplicado|revisar|reenviado
4494;Ursula Costa;1t6iky.o91e@gmail.com;98 959346054;919.857.494-80;03/08/2021 03:39:15;R$ 186.536,10;???|falhou|???|erro|manual
4495;Zuleica Zuleica Araújo;b53djmb9ve@GMAIL.COM;97 933957318;796.697.353-47;05/07/2021 22:58:15;R$ 160.932,10;revisar|ok|duplicado|reenviado|reenviado|anexo|duplicado|protocolo
4496;ana natália monteiro;iw73xl@ufpa.br;(93) 963845030;260.129.571-76;23/06/2025 09:07:40;R$ 247.826,54;manual|***|duplicado|ok|protocolo|atenção|???|###
4497;Zuleica Souza;d2eteldxqg6@GMAIL.COM;(94)98811-2014;264.552.090-53;30/06/2024 23:25:21;R$ 18.462,83;pendente|revisar|###|obs|###|tmp|URGENTE
4498;Helena Araújo;amrd3lgt4@hotmail.com;(98) 52995-6558;393.701.695-85;05/07/2025 14:39:48;R$ 24.304,82;anexo|***|duplicado|ok|ok|###
4499;Kleber Almeida;tr26irj@empresa.com.br;(99) 943675284;853.657.111-15;01/10/2025 03:49:39;R$ 147.162,26;ticket|revisar|***|obs|revisar
4500;Quésia Sabrina Nogueira;7gmcol28a3oe@.com.br;(92) 91626-6102;302.019.126-69;20/04/2021 02:11:58;R$ 210.522,45;???|URGENTE|normalizar|URGENTE|ok|revisar|ok
4501;natália castro;gymm9g0d1n8l@gmail.com;(99) 92745-7055;912.203.160-33;06/12/2022 15:18:01;R$ 135.033,16;anexo|LIMPAR|erro|protocolo|ticket
4502;Fernanda Oliveira;xxejso_904xq@gmail.com;(96) 964275772;075.281.264-89;11/10/2022 15:26:18;R$ 190.813,02;tmp|csv|***
4503;Eduardo Tavares;@loja.com.br;98 911362669;832.983.260-11;26/01/2021 09:56:11;R$ 114.683,36;ticket|falhou|id|tmp|erro|erro|auto
4504;Kleber Otávio Cardoso;uyiczp84t@hotmail.com;93 36580-4876;030.330.327-68;08/07/2022 06:23:42;R$ 56.477,88;csv|***|anexo|URGENTE|obs
4505;Fernanda Quésia Cardoso;scwyek09a.u@hotmail.com;99 921156545;497.409.44-80;15/08/2023 04:58:56;R$ 181.540,77;normalizar|LIMPAR|ok|ticket|falhou|***|ok
4506;William Eduardo Santos;y6a3gh@bol.com.br;(99) 994157699;976.037.020-26;25/07/2021 19:34:56;R$ 22.124,62;anexo|anexo|LIMPAR|tmp|id|pendente|***|***
4507;Igor Cardoso;br_3ako0fahw@ufpa.br;(91) 92770-5707;916.067.160-83;09/11/2023 21:38:18;R$ 169.504,58;erro|csv|normalizar|id|normalizar|ok|duplicado
4508;Yasmin Quésia Santos;ygg_u3jpo2ok@GMAIL.COM;(91) 95612-3586;836.491.90-99;22/12/2022 02:46:19;R$ 48.080,32;LIMPAR|json|duplicado|ticket|protocolo
4509;Igor Costa;r_641d@outlook.com;(97) 95258-5485;681.492.423-45;20/05/2021 10:47:10;R$ 160.612,93;anexo|***|ticket|atenção|###|anexo|ok|protocolo
4510;Ana Costa;6xl1w@loja.com.br;(95)98077-2048;017.820.810-88;21/06/2021 19:24:10;R$ 231.957,73;ticket|revisar|revisar|anexo
4511;Helena Gabriel Silva;odwgc.ekisn@loja.com.br;91 71578-4338;637.213.732-56;21/08/2021 18:18:22;R$ 18.199,30;erro|pendente|id|URGENTE|LIMPAR|revisar|protocolo
4512;Zuleica Otávio Almeida;tjs74i527t22@bol.com.br;95 950665582;509.886.322-33;18/02/2025 05:17:04;R$ 167.648,92;tmp|tmp|tmp|atenção
4513;Igor Araújo;ytci5kwt@outlook.com;(93) 910614165;551.589.983-30;29/08/2023 23:36:01;R$ 229.363,36;URGENTE|obs|json|atenção|manual|protocolo|csv|json
4514;Kleber Almeida;x4esf@ufpa.br;99 970319489;477.574.560-66;11/11/2022 12:52:10;R$ 234.505,75;URGENTE|manual|auto|URGENTE|json|revisar
4515;Daniela Almeida;j24q4iab3px6@ufpa.br;96 935367830;392.280.964-69;07/03/2025 00:54:08;R$ 106.177,74;erro|URGENTE|json
4516;Eduardo Yasmin Silva;c9gu9@.com.br;(91) 99489-8120;385.851.29-11;11/10/2021 12:18:54;R$ 143.361,34;falhou|revisar|###
4517;Otávio Monteiro;z3sjwvogbz@bol.com.br;93 37336-4658;71565796735;28/08/2025 13:52:39;R$ 13.383,11;pendente|ticket|revisar
4518;Marcos Oliveira;jq6f4ilo9@ufpa.br;(95) 922504108;192.133.890-59;07/06/2024 21:52:14;R$ 188.441,35;obs|erro|URGENTE|csv|###|falhou|erro|atenção
4519;Otávio Araújo;yrihkm6qune@gov.br;94 954954696;074.981.260-69;24/07/2023 00:44:21;R$ 101.663,70;???|###|ticket
4520;natália thiago pereira;d0b7b1@ufpa.br;(96) 929640374;863.270.741-94;29/03/2022 16:45:15;R$ 125.796,19;LIMPAR|LIMPAR|URGENTE|***|falhou
4521;Gabriel Vinícius Monteiro;@bol.com.br;(94) 966522514;04786892217;16/03/2021 09:39:18;R$ 245.285,45;revisar|revisar|manual|auto
4522;Gabriel Otávio Mendes;ne8rytnvrhv0@gmail.com;(96) 94764-2806;55374894331;26/01/2022 06:52:12;R$ 232.167,21;pendente|pendente|erro|ticket
4523;Gabriel Costa;(99) 98766-7784;764.078.609-82;01/01/2023 16:10:15;R$ 39.423,34;anexo|###|json|anexo
4524;Quésia Bruno Cardoso;@ufpa.br;91 974442182;814.114.687-91;07/09/2023 09:36:39;R$ 152.830,65;auto|reenviado|json|falhou
4525;Otávio Monteiro;p28xci4jhxw@hotmail.com;(95)91231-8781;776.502.925-14;15/01/2023 18:45:48;R$ 240.261,49;revisar|json|manual|ticket|???
4526;Rafael Araújo;cbmozfjp@@ufpa.br;(94) 985659548;940.541.347-1;14/07/2023 02:37:22;R$ 47.538,04;manual|ticket|manual|ticket
4527;rafael cardoso;qo53m@outlook.com;(97) 93325-8959;338.670.658-07;21/11/2023 02:06:51;R$ 118.242,62;???|atenção|manual|protocolo|tmp|LIMPAR
4528;Larissa Nogueira;avh6khotmail.com;97 922030454;813.123.841-1;08/01/2025 12:30:00;R$ 58.501,68;csv|tmp|obs|ok
4529;Larissa Zuleica Cardoso;ccyywvr@loja.com.br;(99) 93558-8969;919.382.032-00;19/08/2024 08:12:49;R$ 89.950,94;csv|ticket|LIMPAR|erro|pendente
4530;Larissa Souza;iawscp9p@hotmail.com;(93) 994518765;510.284.413-49;14/02/2025 07:53:33;R$ 69.384,49;anexo|***|anexo|URGENTE|normalizar
4531;Rafael Tavares;ryudufe9ow@ufpa.br;98 991212342;322.739.473-50;11/06/2022 01:17:17;R$ 37.769,16;json|pendente|normalizar|###|manual|LIMPAR|LIMPAR|atenção
4532;Fernanda Mendes;sn7k9l@gov.br;(94)92456-1714;315.444.460-36;12/08/2025 23:59:34;R$ 104.114,95;csv|revisar|duplicado|erro|ticket|ticket|json|pendente
4533;Helena Almeida;xj49xb5@hotmail.com;94 970059196;39170417308;31/12/2021 20:13:32;R$ 213.405,96;***|auto|tmp|anexo|reenviado|protocolo|###|duplicado
4534;Thiago Carlos Mendes;puhgq3ec1@bol.com.br;95 922729734;792.825.286-10;03/01/2025 10:19:52;R$ 67.114,92;protocolo|anexo|obs|obs|pendente|json|duplicado
4535;Sabrina Barbosa;@gov.br;97 923563674;183.871.021-27;06/12/2025 07:40:50;R$ 91.474,19;***|revisar|reenviado|atenção|###|anexo|ok|ok
4536;Patrícia Kleber Almeida;e_lpffbjrs65@gmail.com;(98) 99070-9382;592.355.924-85;17/05/2021 10:31:18;R$ 130.017,89;revisar|pendente|revisar|manual|reenviado
4537;Igor Araújo;e83ox@gov.br;(99) 941017073;136.135.397-30;10/05/2023 19:52:09;R$ 139.372,32;obs|falhou|protocolo|ok|ticket
4538;Yasmin Tavares;8vgmljvpx2@ufpa.br;(96) 928106693;93312667443;13/07/2021 21:31:00;R$ 72.095,25;###|auto|obs|###|reenviado|LIMPAR|atenção
4539;400sut.mza9@hotmail.com;(91) 99601-5928;599.066.436-37;02/04/2021 04:44:36;R$ 188.029,25;json|reenviado|???|normalizar|id|pendente
4540;Juliana Ursula Mendes;v.ntg1g8@gov.br;(92) 92867-4319;317.131.83-49;13/05/2022 15:24:17;R$ 180.459,99;csv|ticket|revisar|URGENTE|atenção|erro
4541;Eduardo Nogueira;xeuekr@empresa.com.br;(92) 96231-7486;903.951.574-57;29/12/2025 20:39:56;R$ 181.113,83;###|pendente|ok|protocolo|###|ticket|falhou|ticket
4542;Bruno Kleber Monteiro;@loja.com.br;(91)92347-1525;087.084.040-62;30/06/2025 06:33:12;R$ 104.058,79;pendente|csv|reenviado|protocolo|obs|ticket
4543;Vinícius Ursula Pereira;74iu.y5bn57@hotmail.com;(94) 91147-5957;881.686.075-90;13/06/2021 06:48:52;R$ 184.611,01;tmp|URGENTE|csv|auto|***|auto
4544;Rafael Tavares;2nsm0r@gov.br;(92) 99037-4279;449.088.532-03;17/07/2022 23:48:28;R$ 223.485,93;revisar|pendente|falhou|normalizar
4545;Quésia Araújo;t0tv1@hotmail.com;(93)95803-8285;494.965.349-04;03/11/2024 20:20:10;R$ 58.329,32;csv|tmp|###|atenção
4546;Sabrina Gabriel Monteiro;49gc_fc85p@GMAIL.COM;92 924195640;467.024.584-55;18/04/2021 20:45:01;R$ 237.625,17;atenção|normalizar|id|normalizar|LIMPAR|duplicado
4547;marcos silva;ry9jxpnev.ks@outlook.com;(94) 96348-2212;728.798.551-60;05/09/2024 04:08:21;R$ 166.700,91;manual|falhou|erro|pendente|falhou|csv|anexo
4548;Ursula Tavares;hgld5c@GMAIL.COM;92 954909483;864.039.199-00;10/09/2022 20:59:54;R$ 156.142,19;falhou|reenviado|###|manual|ticket|duplicado|URGENTE
4549;Juliana Santos;rgj13cj@gmail.com;(97) 964327145;093.231.392-18;05/01/2022 15:08:27;R$ 79.483,88;protocolo|json|###|###
4550;Patrícia Gabriel Araújo;t5qiv2k6m9qp@hotmail.com;(93) 93859-3922;932.579.615-12;05/10/2022 04:10:26;R$ 121.979,93;anexo|tmp|obs|falhou|revisar|obs
4551;Rafael Costa;fg4svt_g@empresa.com.br;(95) 917028410;312.008.453-62;24/12/2022 06:25:04;R$ 172.349,70;normalizar|normalizar|revisar|reenviado|ok|reenviado|erro|URGENTE
4552;Otávio Monteiro;l1vebfh@gov.br;(94)94510-3086;561.178.003-40;20/05/2022 10:42:03;R$ 98.415,99;normalizar|normalizar|auto|###|erro
4553;Gabriel Castro;1jq3s@ufpa.br;(99) 961727137;700.095.670-09;23/09/2022 16:23:16;R$ 5.194,12;erro|reenviado|ticket|atenção|LIMPAR|reenviado|anexo
4554;Quésia Costa;z_akidd@@bol.com.br;(97) 970542910;054.245.929-15;18/06/2024 05:52:30;R$ 55.131,43;ok|normalizar|id|erro|###
4555;Zuleica Mendes;wp9lm3@ufpa.br;94 937585599;651.998.217-27;23/09/2025 16:06:32;R$ 243.419,21;ticket|atenção|URGENTE|manual|pendente
4556;Gabriel Marcos Castro;74ytqg@loja.com.br;(92) 997833575;490.637.967-80;30/11/2021 16:48:42;R$ 67.591,21;falhou|csv|URGENTE|manual
4557;Patrícia Nogueira;nueawgmail.com;(94) 994670551;90751295337;23/02/2022 09:27:34;R$ 2.657,60;revisar|protocolo|URGENTE|###|ticket|json
4558;Helena Oliveira;ha_ka_jk9@gov.br;(98) 95365-9547;166.719.184-05;04/04/2023 12:14:34;R$ 40.270,86;###|reenviado|anexo
4559;Gabriel Eduardo Souza;pgrjca_ko3a1@gov.br;99 990188666;750.372.382-73;29/06/2025 00:13:52;R$ 214.966,49;json|ok|duplicado|ok|LIMPAR|###
4560;William Castro;hw9_gnl0b6wu@hotmail.com;(91) 92797-6849;616.449.577-90;18/09/2021 05:27:35;R$ 65.288,78;erro|duplicado|normalizar
4561;Yasmin Eduardo Silva;irbc_ucfpwt@bol.com.br;(97) 92644-3604;793.301.809-24;30/11/2025 05:18:47;R$ 181.453,15;anexo|duplicado|auto|manual|reenviado|manual
4562;Helena Oliveira;(93) 998293972;292.137.703-92;04/09/2025 09:30:55;R$ 166.317,68;###|tmp|atenção|pendente|tmp
4563;Marcos Silva;7lf00f@gmail.com;(91) 914615019;513.332.30-50;13/05/2022 15:36:46;R$ 33.021,33;anexo|manual|URGENTE|protocolo|id
4564;Gabriel Monteiro;veo6tz6.af8w@ufpa.br;(95) 96199-9287;675.241.014-98;23/10/2023 23:11:08;R$ 53.671,41;csv|duplicado|csv|normalizar|manual|LIMPAR|erro
4565;Thiago Thiago Oliveira;5nbjvv7@empresa.com.br;(96) 963081496;287.494.945-44;03/11/2025 23:21:11;R$ 59.769,48;***|id|normalizar|json|anexo|json|obs|***
4566;William Silva;1zt1yv48@gov.br;(94) 917247141;538.593.574-72;28/06/2022 07:58:45;R$ 63.123,47;anexo|falhou|id|duplicado|manual
4567;ygxkdtowk@empresa.com.br;(91)97503-4347;161.343.713-2;18/11/2022 22:27:55;R$ 68.941,96;protocolo|anexo|pendente
4568;Larissa Vinícius Pereira;3q.qq@loja.com.br;(94)96939-2119;379.130.457-23;18/01/2021 01:16:57;R$ 209.924,29;LIMPAR|###|anexo|anexo|erro|csv
4569;Quésia Castro;i1sfbpi@bol.com.br;93 971852379;888.962.043-51;06/01/2022 06:09:38;R$ 199.908,72;json|pendente|revisar|json|csv|###
